"SEARCHQUERY","CRAWLTIME","RANK","ID"
"Baldric",13-JUN-12,381,"5641960993"
"Baldric",13-JUN-12,384,"5642531212"
"Baldric",13-JUN-12,385,"5642533690"
"Baldric",13-JUN-12,386,"2591629989"
"Baldric",13-JUN-12,388,"4301105395"
"Baldric",13-JUN-12,404,"2292902924"
"Baldric",13-JUN-12,419,"2295804874"
"Baldric",13-JUN-12,431,"138135185"
"Baldric",13-JUN-12,456,"2831196204"
"Baldric",13-JUN-12,462,"5386656839"
"Baldric",13-JUN-12,513,"137360643"
"Boat neck",15-JUN-12,3392,"5335622973"
"Baldric",13-JUN-12,522,"134428141"
"Baldric",13-JUN-12,532,"4065856830"
"Baldric",13-JUN-12,533,"4065110629"
"Baldric",13-JUN-12,534,"4065853946"
"Baldric",13-JUN-12,549,"134428144"
"Baldric",13-JUN-12,569,"2804824584"
"Baldric",13-JUN-12,583,"134428138"
"Baldric",13-JUN-12,587,"2831196264"
"Baldric",13-JUN-12,607,"2483026428"
"Baldric",13-JUN-12,608,"3309061169"
"Baldric",13-JUN-12,655,"140712068"
"Baldric",13-JUN-12,673,"413479581"
"Bobby sock",16-JUN-12,1,"3710588809"
"Bobby sock",16-JUN-12,66,"4141523318"
"Button",16-JUN-12,107,"184618898"
"Bobby sock",16-JUN-12,1469,"3642348754"
"Bobby sock",16-JUN-12,1478,"3383666635"
"Bobby sock",16-JUN-12,1512,"7167494468"
"Bobby sock",16-JUN-12,1582,"3307738434"
"Borsalino",16-JUN-12,441,"7185083986"
"Borsalino",16-JUN-12,442,"7198475268"
"Borsalino",16-JUN-12,443,"7198424264"
"Borsalino",16-JUN-12,444,"7198428070"
"Borsalino",16-JUN-12,445,"7198476950"
"Borsalino",16-JUN-12,446,"7198426784"
"Borsalino",16-JUN-12,447,"7198427538"
"Borsalino",16-JUN-12,449,"7198425268"
"Borsalino",16-JUN-12,450,"7185084326"
"Borsalino",16-JUN-12,451,"7185084582"
"Borsalino",16-JUN-12,452,"7198426016"
"Borsalino",16-JUN-12,453,"7198423312"
"Borsalino",16-JUN-12,454,"7198428636"
"Borsalino",16-JUN-12,456,"7198476130"
"Borsalino",16-JUN-12,457,"7198477862"
"Borsalino",16-JUN-12,458,"7198427240"
"Borsalino",16-JUN-12,459,"7198480636"
"Busby",16-JUN-12,372,"3557398485"
"Busby",16-JUN-12,373,"3557400217"
"Bobby sock",16-JUN-12,104,"3724234167"
"Buckskins",16-JUN-12,6,"7314422050"
"Bustle",16-JUN-12,318,"2687730613"
"Bustle",16-JUN-12,324,"6973699427"
"Buckskins",16-JUN-12,694,"517220529"
"Buckskins",16-JUN-12,695,"517332637"
"Buckskins",16-JUN-12,696,"517231194"
"Buckskins",16-JUN-12,697,"517328711"
"Bobby sock",16-JUN-12,1007,"7192401622"
"Bustle",16-JUN-12,417,"5935261572"
"Bustle",16-JUN-12,423,"539774365"
"Bustle",16-JUN-12,459,"222942031"
"Bustle",16-JUN-12,460,"2623692425"
"Button",16-JUN-12,322,"3230647374"
"Button",16-JUN-12,419,"117030744"
"Borsalino",16-JUN-12,1,"2472127274"
"Bobby sock",16-JUN-12,1692,"3641540565"
"Bobby sock",16-JUN-12,1701,"2424611846"
"Bobby sock",16-JUN-12,1753,"313691503"
"Brunswick (clothing)",16-JUN-12,1,"897867627"
"Brunswick (clothing)",16-JUN-12,2,"897863955"
"Brunswick (clothing)",16-JUN-12,14,"898716844"
"Buckskins",16-JUN-12,107,"7172632405"
"Buckskins",16-JUN-12,170,"268616674"
"Buckskins",16-JUN-12,213,"7329637046"
"Bustle",16-JUN-12,519,"4882068151"
"Bustle",16-JUN-12,523,"5285827716"
"Bobby sock",16-JUN-12,305,"4393876455"
"Bobby sock",16-JUN-12,413,"389861858"
"Bustle",16-JUN-12,551,"5914700406"
"Bustle",16-JUN-12,552,"5914700510"
"Bustle",16-JUN-12,566,"4844032943"
"Bustle",16-JUN-12,715,"4363239560"
"Bobby pin",16-JUN-12,3703,"527949800"
"Buckskins",16-JUN-12,275,"268717818"
"Busby",16-JUN-12,807,"6160483368"
"Busby",16-JUN-12,827,"6322116984"
"Busby",16-JUN-12,828,"6322116582"
"Busby",16-JUN-12,829,"6321593937"
"Buckskins",16-JUN-12,304,"502880803"
"Bustle",16-JUN-12,721,"3182359050"
"Bobby sock",16-JUN-12,577,"218721251"
"Button",16-JUN-12,21,"2813024751"
"Bobby pin",16-JUN-12,3784,"528040949"
"Bobby sock",16-JUN-12,1307,"238863149"
"Bobby sock",16-JUN-12,1385,"3383666531"
"Borsalino",16-JUN-12,232,"5718606532"
"Borsalino",16-JUN-12,234,"5101352054"
"Bobby sock",16-JUN-12,2019,"2350728962"
"Bobby sock",16-JUN-12,2020,"2350728586"
"Bobby sock",16-JUN-12,2030,"2350714456"
"Bobby sock",16-JUN-12,2033,"2350722752"
"Bobby sock",16-JUN-12,2034,"2350713424"
"Bobby sock",16-JUN-12,2035,"2350713260"
"Bobby sock",16-JUN-12,2036,"2349888289"
"Bobby sock",16-JUN-12,2040,"2349886757"
"Bobby sock",16-JUN-12,2046,"2350730376"
"Bobby sock",16-JUN-12,2079,"2650109232"
"Bobby sock",16-JUN-12,2083,"965169137"
"Bobby sock",16-JUN-12,2102,"2350724838"
"Bobby sock",16-JUN-12,2103,"2349886621"
"Busby",16-JUN-12,844,"255960108"
"Busby",16-JUN-12,845,"255960125"
"Borsalino",16-JUN-12,250,"4535221485"
"Borsalino",16-JUN-12,328,"7198471938"
"Brunswick (clothing)",16-JUN-12,453,"6571662607"
"Brunswick (clothing)",16-JUN-12,454,"6571661565"
"Brunswick (clothing)",16-JUN-12,455,"6571656189"
"Brunswick (clothing)",16-JUN-12,456,"6571663333"
"Brunswick (clothing)",16-JUN-12,479,"6861360908"
"Brunswick (clothing)",16-JUN-12,481,"7007477669"
"Brunswick (clothing)",16-JUN-12,483,"2837626"
"Buckskins",16-JUN-12,535,"3526561577"
"Buckskins",16-JUN-12,562,"3526729603"
"Buckskins",16-JUN-12,563,"3526465825"
"Buckskins",16-JUN-12,634,"3508792729"
"Buckskins",16-JUN-12,637,"3512738848"
"Buckskins",16-JUN-12,643,"548570821"
"Buckskins",16-JUN-12,648,"3508387907"
"Busby",16-JUN-12,24,"4252756131"
"Busby",16-JUN-12,104,"5293810891"
"Busby",16-JUN-12,108,"5231997835"
"Busby",16-JUN-12,149,"2631185370"
"Busby",16-JUN-12,172,"262774807"
"Boater",15-JUN-12,8471,"7263410692"
"Boater",15-JUN-12,8475,"3819562701"
"Boater",15-JUN-12,8571,"7263410692"
"Boater",15-JUN-12,8575,"3819562701"
"Boater",15-JUN-12,9271,"7263410692"
"Boater",15-JUN-12,9275,"3819562701"
"Boater",15-JUN-12,9371,"7263410692"
"Boater",15-JUN-12,9375,"3819562701"
"Boater",15-JUN-12,12471,"7263410692"
"Boater",15-JUN-12,12475,"3819562701"
"Bobby pin",16-JUN-12,2502,"4388900275"
"Bobby pin",16-JUN-12,3309,"4191779247"
"Bobby pin",16-JUN-12,3310,"4192541794"
"Boater",15-JUN-12,11671,"7263410692"
"Boater",15-JUN-12,11675,"3819562701"
"Boater",15-JUN-12,11771,"7263410692"
"Boater",15-JUN-12,11775,"3819562701"
"Boater",15-JUN-12,12571,"7263410692"
"Boater",15-JUN-12,12575,"3819562701"
"Boater",15-JUN-12,10071,"7263410692"
"Boater",15-JUN-12,10075,"3819562701"
"Boater",15-JUN-12,10171,"7263410692"
"Boater",15-JUN-12,10175,"3819562701"
"Boater",15-JUN-12,13071,"7263410692"
"Boater",15-JUN-12,13075,"3819562701"
"Boater",15-JUN-12,10871,"7263410692"
"Boater",15-JUN-12,10875,"3819562701"
"Boater",15-JUN-12,10971,"7263410692"
"Boater",15-JUN-12,10975,"3819562701"
"Boater",15-JUN-12,13871,"7263410692"
"Boater",15-JUN-12,13875,"3819562701"
"Boater",15-JUN-12,14771,"7263410692"
"Boater",15-JUN-12,14775,"3819562701"
"Boater",15-JUN-12,14871,"7263410692"
"Boater",15-JUN-12,14875,"3819562701"
"Boater",15-JUN-12,15571,"7263410692"
"Boater",15-JUN-12,15575,"3819562701"
"Boater",15-JUN-12,15671,"7263410692"
"Boater",15-JUN-12,15675,"3819562701"
"Boater",15-JUN-12,13171,"7263410692"
"Boater",15-JUN-12,13175,"3819562701"
"Boater",15-JUN-12,13971,"7263410692"
"Boater",15-JUN-12,13975,"3819562701"
"Boater",15-JUN-12,16371,"7263410692"
"Boater",15-JUN-12,16375,"3819562701"
"Boater",15-JUN-12,16471,"7263410692"
"Boater",15-JUN-12,16475,"3819562701"
"Boater",15-JUN-12,8671,"7263410692"
"Boater",15-JUN-12,8675,"3819562701"
"Boater",15-JUN-12,8771,"7263410692"
"Boater",15-JUN-12,8775,"3819562701"
"Boater",15-JUN-12,9471,"7263410692"
"Boater",15-JUN-12,9475,"3819562701"
"Boater",15-JUN-12,9571,"7263410692"
"Boater",15-JUN-12,9575,"3819562701"
"Boater",15-JUN-12,12671,"7263410692"
"Boater",15-JUN-12,12675,"3819562701"
"Bobby pin",16-JUN-12,3376,"4192541210"
"Bobby pin",16-JUN-12,3377,"4192542152"
"Bobby pin",16-JUN-12,3404,"3886734104"
"Bobby pin",16-JUN-12,3409,"4191778955"
"Boater",15-JUN-12,11871,"7263410692"
"Boater",15-JUN-12,11875,"3819562701"
"Boater",15-JUN-12,11971,"7263410692"
"Boater",15-JUN-12,11975,"3819562701"
"Boater",15-JUN-12,12771,"7263410692"
"Boater",15-JUN-12,12775,"3819562701"
"Boater",15-JUN-12,10271,"7263410692"
"Boater",15-JUN-12,10275,"3819562701"
"Boater",15-JUN-12,10371,"7263410692"
"Boater",15-JUN-12,10375,"3819562701"
"Boater",15-JUN-12,13271,"7263410692"
"Boater",15-JUN-12,13275,"3819562701"
"Boater",15-JUN-12,11071,"7263410692"
"Boater",15-JUN-12,11075,"3819562701"
"Boater",15-JUN-12,11171,"7263410692"
"Boater",15-JUN-12,11175,"3819562701"
"Boater",15-JUN-12,14071,"7263410692"
"Boater",15-JUN-12,14075,"3819562701"
"Boater",15-JUN-12,14971,"7263410692"
"Boater",15-JUN-12,14975,"3819562701"
"Boater",15-JUN-12,15071,"7263410692"
"Boater",15-JUN-12,15075,"3819562701"
"Boater",15-JUN-12,15771,"7263410692"
"Boater",15-JUN-12,15775,"3819562701"
"Boater",15-JUN-12,15871,"7263410692"
"Boater",15-JUN-12,15875,"3819562701"
"Boater",15-JUN-12,13371,"7263410692"
"Boater",15-JUN-12,13375,"3819562701"
"Boater",15-JUN-12,14171,"7263410692"
"Boater",15-JUN-12,14175,"3819562701"
"Boater",15-JUN-12,14271,"7263410692"
"Busby",16-JUN-12,1413,"4938565987"
"Busby",16-JUN-12,1440,"2280311734"
"Busby",16-JUN-12,1476,"4938555889"
"Boater",15-JUN-12,16571,"7263410692"
"Boater",15-JUN-12,16575,"3819562701"
"Boater",15-JUN-12,16671,"7263410692"
"Boater",15-JUN-12,16675,"3819562701"
"Boater",15-JUN-12,7971,"7263410692"
"Boater",15-JUN-12,7975,"3819562701"
"Boater",15-JUN-12,8871,"7263410692"
"Boater",15-JUN-12,8875,"3819562701"
"Boater",15-JUN-12,8971,"7263410692"
"Boater",15-JUN-12,8975,"3819562701"
"Boater",15-JUN-12,8071,"7263410692"
"Boater",15-JUN-12,8075,"3819562701"
"Boater",15-JUN-12,12071,"7263410692"
"Boater",15-JUN-12,12075,"3819562701"
"Boater",15-JUN-12,12171,"7263410692"
"Boater",15-JUN-12,12175,"3819562701"
"Borsalino",16-JUN-12,109,"3930581960"
"Borsalino",16-JUN-12,229,"4535222345"
"Boater",15-JUN-12,10471,"7263410692"
"Boater",15-JUN-12,10475,"3819562701"
"Boater",15-JUN-12,10571,"7263410692"
"Boater",15-JUN-12,10575,"3819562701"
"Boater",15-JUN-12,13471,"7263410692"
"Boater",15-JUN-12,13475,"3819562701"
"Boater",15-JUN-12,11271,"7263410692"
"Boater",15-JUN-12,11275,"3819562701"
"Boater",15-JUN-12,11371,"7263410692"
"Boater",15-JUN-12,11375,"3819562701"
"Boater",15-JUN-12,14275,"3819562701"
"Boater",15-JUN-12,15171,"7263410692"
"Boater",15-JUN-12,15175,"3819562701"
"Boater",15-JUN-12,15271,"7263410692"
"Boater",15-JUN-12,15275,"3819562701"
"Boater",15-JUN-12,13571,"7263410692"
"Boater",15-JUN-12,13575,"3819562701"
"Boater",15-JUN-12,14371,"7263410692"
"Boater",15-JUN-12,14375,"3819562701"
"Boater",15-JUN-12,14471,"7263410692"
"Boater",15-JUN-12,15971,"7263410692"
"Boater",15-JUN-12,15975,"3819562701"
"Boater",15-JUN-12,16071,"7263410692"
"Boater",15-JUN-12,16075,"3819562701"
"Boater",15-JUN-12,16771,"7263410692"
"Boater",15-JUN-12,16775,"3819562701"
"Boater",15-JUN-12,8171,"7263410692"
"Boater",15-JUN-12,8175,"3819562701"
"Boater",15-JUN-12,9071,"7263410692"
"Boater",15-JUN-12,9075,"3819562701"
"Boater",15-JUN-12,9171,"7263410692"
"Boater",15-JUN-12,9175,"3819562701"
"Boater",15-JUN-12,12271,"7263410692"
"Boater",15-JUN-12,8271,"7263410692"
"Boater",15-JUN-12,8275,"3819562701"
"Boater",15-JUN-12,8371,"7263410692"
"Boater",15-JUN-12,12275,"3819562701"
"Boater",15-JUN-12,12371,"7263410692"
"Boater",15-JUN-12,12375,"3819562701"
"Boater",15-JUN-12,9871,"7263410692"
"Boater",15-JUN-12,9875,"3819562701"
"Boater",15-JUN-12,9971,"7263410692"
"Boater",15-JUN-12,9975,"3819562701"
"Boater",15-JUN-12,12871,"7263410692"
"Boater",15-JUN-12,12875,"3819562701"
"Boater",15-JUN-12,10671,"7263410692"
"Boater",15-JUN-12,10675,"3819562701"
"Boater",15-JUN-12,10771,"7263410692"
"Boater",15-JUN-12,10775,"3819562701"
"Boater",15-JUN-12,13671,"7263410692"
"Boater",15-JUN-12,13675,"3819562701"
"Boater",15-JUN-12,11471,"7263410692"
"Boater",15-JUN-12,11475,"3819562701"
"Boater",15-JUN-12,11571,"7263410692"
"Boater",15-JUN-12,11575,"3819562701"
"Boater",15-JUN-12,14475,"3819562701"
"Boater",15-JUN-12,15371,"7263410692"
"Boater",15-JUN-12,15375,"3819562701"
"Boater",15-JUN-12,15471,"7263410692"
"Boater",15-JUN-12,15475,"3819562701"
"Boater",15-JUN-12,12971,"7263410692"
"Boater",15-JUN-12,12975,"3819562701"
"Boater",15-JUN-12,13771,"7263410692"
"Boater",15-JUN-12,13775,"3819562701"
"Boater",15-JUN-12,14571,"7263410692"
"Boater",15-JUN-12,14575,"3819562701"
"Boater",15-JUN-12,14671,"7263410692"
"Boater",15-JUN-12,14675,"3819562701"
"Bobby pin",16-JUN-12,1766,"6048001994"
"Bobby pin",16-JUN-12,1775,"6048002148"
"Boater",15-JUN-12,16171,"7263410692"
"Boater",15-JUN-12,16175,"3819562701"
"Boater",15-JUN-12,16271,"7263410692"
"Boater",15-JUN-12,16275,"3819562701"
"Bobby pin",16-JUN-12,997,"5279428064"
"Boater",15-JUN-12,8375,"3819562701"
"Androgyny",12-JUN-12,1711,"59798508"
"Androgyny",12-JUN-12,1712,"59798772"
"Androgyny",12-JUN-12,1713,"59798514"
"Alb",12-JUN-12,1683,"6214513909"
"Alb",12-JUN-12,1718,"420430000"
"Androgyny",12-JUN-12,1816,"59798486"
"Androgyny",12-JUN-12,1817,"59798617"
"Androgyny",12-JUN-12,1834,"59798293"
"Androgyny",12-JUN-12,1854,"59798785"
"Androgyny",12-JUN-12,2520,"59911384"
"Androgyny",12-JUN-12,2602,"59798794"
"Androgyny",12-JUN-12,2636,"59724742"
"Androgyny",12-JUN-12,307,"6098697900"
"A-line",11-JUN-12,680,"5408282550"
"A-line",11-JUN-12,681,"5512436700"
"Androgyny",12-JUN-12,3341,"59798812"
"Aigrette",12-JUN-12,7,"422064038"
"Alb",12-JUN-12,930,"5305995473"
"Alb",12-JUN-12,965,"4952334314"
"Alb",12-JUN-12,972,"5347590472"
"Alb",12-JUN-12,1796,"2770008771"
"Alb",12-JUN-12,7,"6963517756"
"Androgyny",12-JUN-12,1925,"5380933545"
"Androgyny",12-JUN-12,1940,"59724763"
"Androgyny",12-JUN-12,2841,"59725007"
"Androgyny",12-JUN-12,520,"5109901308"
"Androgyny",12-JUN-12,1202,"3210069078"
"Androgyny",12-JUN-12,1203,"3210069066"
"Androgyny",12-JUN-12,1204,"3210069180"
"Androgyny",12-JUN-12,1205,"3209295367"
"Androgyny",12-JUN-12,1281,"3210069084"
"Androgyny",12-JUN-12,1301,"3210069160"
"Aigrette",12-JUN-12,141,"6103427194"
"Aigrette",12-JUN-12,202,"6102864103"
"Aigrette",12-JUN-12,221,"6103434782"
"Aigrette",12-JUN-12,222,"6102866397"
"Aigrette",12-JUN-12,223,"6103418646"
"Aigrette",12-JUN-12,224,"6103436266"
"Aigrette",12-JUN-12,225,"6103431136"
"Aigrette",12-JUN-12,226,"6102880445"
"Aigrette",12-JUN-12,227,"6102865659"
"Aigrette",12-JUN-12,228,"6103439736"
"Aigrette",12-JUN-12,229,"6103421264"
"Aigrette",12-JUN-12,230,"6103429136"
"Aigrette",12-JUN-12,231,"6103413854"
"Aigrette",12-JUN-12,232,"6102882787"
"Aigrette",12-JUN-12,233,"6102867161"
"Aigrette",12-JUN-12,234,"6103411096"
"Aigrette",12-JUN-12,235,"6103423244"
"Aigrette",12-JUN-12,236,"6103433320"
"Aigrette",12-JUN-12,237,"6102876333"
"Aigrette",12-JUN-12,238,"6103424034"
"Aigrette",12-JUN-12,239,"6103433962"
"Aigrette",12-JUN-12,240,"6103430544"
"Aigrette",12-JUN-12,241,"6102893167"
"Aigrette",12-JUN-12,242,"6103425544"
"Aigrette",12-JUN-12,243,"6103432082"
"Aigrette",12-JUN-12,244,"6102873753"
"Aigrette",12-JUN-12,245,"6103435526"
"Aigrette",12-JUN-12,246,"6102884281"
"Aigrette",12-JUN-12,247,"6103432734"
"Aigrette",12-JUN-12,248,"6103427898"
"Aigrette",12-JUN-12,249,"6102874585"
"Aigrette",12-JUN-12,250,"6103424750"
"Aigrette",12-JUN-12,251,"6102894799"
"Aigrette",12-JUN-12,252,"6103437320"
"Aigrette",12-JUN-12,253,"6102892525"
"Boater",15-JUN-12,9671,"7263410692"
"Boater",15-JUN-12,9675,"3819562701"
"Boater",15-JUN-12,9771,"7263410692"
"Boater",15-JUN-12,9775,"3819562701"
"Androgyny",12-JUN-12,2229,"59798497"
"Androgyny",12-JUN-12,2235,"59798410"
"Androgyny",12-JUN-12,2273,"3033437393"
"Androgyny",12-JUN-12,2274,"3034272742"
"Androgyny",12-JUN-12,1424,"59798556"
"A-line",11-JUN-12,211,"4651839116"
"A-line",11-JUN-12,212,"4247714420"
"Androgyny",12-JUN-12,2944,"1525275483"
"Aigrette",12-JUN-12,309,"6132440095"
"Aigrette",12-JUN-12,310,"6126315429"
"Aigrette",12-JUN-12,359,"6126884608"
"Aigrette",12-JUN-12,360,"6126337643"
"Aigrette",12-JUN-12,361,"6126884904"
"Aigrette",12-JUN-12,362,"6126315111"
"Aigrette",12-JUN-12,363,"6132987226"
"Aigrette",12-JUN-12,364,"6126315699"
"Alb",12-JUN-12,1371,"3363737256"
"Alb",12-JUN-12,1394,"4702950196"
"Androgyny",12-JUN-12,2276,"3034275520"
"Androgyny",12-JUN-12,2280,"3034274318"
"Androgyny",12-JUN-12,2318,"59724775"
"Androgyny",12-JUN-12,2421,"59724789"
"Androgyny",12-JUN-12,814,"59798751"
"A-line",11-JUN-12,521,"5881881506"
"A-line",11-JUN-12,529,"5536929733"
"A-line",11-JUN-12,530,"5537496400"
"A-line",11-JUN-12,534,"5912660677"
"A-line",11-JUN-12,536,"5887222545"
"A-line",11-JUN-12,542,"5518035370"
"A-line",11-JUN-12,551,"5764947674"
"A-line",11-JUN-12,590,"5494408486"
"A-line",11-JUN-12,591,"5493814989"
"A-line",11-JUN-12,593,"5765995882"
"A-line",11-JUN-12,601,"5764947674"
"A-line",11-JUN-12,617,"5887787088"
"Aigrette",12-JUN-12,557,"3517895187"
"Aigrette",12-JUN-12,584,"4930349790"
"Alb",12-JUN-12,1544,"3167432218"
"Bell-bottoms",14-JUN-12,938,"476511758"
"Bell-bottoms",14-JUN-12,941,"8910893"
"Bell-bottoms",14-JUN-12,1558,"6913782216"
"Bell-bottoms",14-JUN-12,1590,"7051597877"
"Bell-bottoms",14-JUN-12,1601,"4776515122"
"Bell-bottoms",14-JUN-12,1604,"4775880939"
"Bell-bottoms",14-JUN-12,1605,"4775880359"
"Bell-bottoms",14-JUN-12,1611,"4775881081"
"Bell-bottoms",14-JUN-12,1645,"7051597785"
"Bell-bottoms",14-JUN-12,1656,"7059864631"
"Bell-bottoms",14-JUN-12,1688,"274356585"
"Bell-bottoms",14-JUN-12,152,"4870586166"
"Barretina",13-JUN-12,102,"2242148301"
"Barretina",14-JUN-12,158,"2118567109"
"Barretina",14-JUN-12,201,"5537776768"
"Bespoke",14-JUN-12,1706,"6207239858"
"Baseball cap",14-JUN-12,501,"418199883"
"Baseball cap",14-JUN-12,504,"5352638347"
"Baseball cap",14-JUN-12,507,"5887144576"
"Baseball cap",14-JUN-12,511,"6307940544"
"Bell-bottoms",14-JUN-12,1031,"6258824012"
"Bell-bottoms",14-JUN-12,407,"4870586482"
"Bell-bottoms",14-JUN-12,408,"4869974607"
"Bell-bottoms",14-JUN-12,409,"4869974081"
"Bell-bottoms",14-JUN-12,410,"4869974803"
"Barretina",14-JUN-12,1005,"72332028"
"Bell-bottoms",14-JUN-12,2524,"4769861441"
"Barretina",14-JUN-12,1088,"2199317111"
"Barretina",14-JUN-12,1149,"2242972512"
"Anorak",13-JUN-12,6207,"6890214202"
"Bell-bottoms",14-JUN-12,1173,"570195757"
"Baseball cap",14-JUN-12,8,"5353207348"
"Baseball cap",14-JUN-12,16,"11295980"
"Baseball cap",14-JUN-12,709,"2269443138"
"Baseball cap",14-JUN-12,762,"2269441040"
"Amice",12-JUN-12,63,"4372808417"
"Bell-bottoms",14-JUN-12,479,"4842122895"
"Bell-bottoms",14-JUN-12,553,"3939702928"
"Bell-bottoms",14-JUN-12,2692,"4195066278"
"Bespoke",14-JUN-12,508,"4837406131"
"Bespoke",14-JUN-12,621,"7241614906"
"Bespoke",14-JUN-12,1314,"5013550075"
"Bespoke",14-JUN-12,1318,"5013550809"
"Bespoke",14-JUN-12,1319,"5013550749"
"Bell-bottoms",14-JUN-12,1341,"7051598889"
"Barretina",14-JUN-12,1206,"3542826499"
"Barretina",14-JUN-12,1207,"3542856483"
"Barretina",14-JUN-12,1209,"3574713150"
"Barretina",14-JUN-12,1211,"3574721708"
"Barretina",14-JUN-12,1214,"3542859169"
"Barretina",14-JUN-12,1218,"3542831607"
"Barretina",14-JUN-12,1224,"5235699354"
"Baseball cap",14-JUN-12,103,"6067517843"
"Baseball cap",14-JUN-12,191,"453245085"
"Bell-bottoms",14-JUN-12,40,"6838184212"
"Bell-bottoms",14-JUN-12,2760,"6797947437"
"Bell-bottoms",14-JUN-12,702,"3907384714"
"Bell-bottoms",14-JUN-12,703,"3906606403"
"Bell-bottoms",14-JUN-12,704,"3906605919"
"Bell-bottoms",14-JUN-12,705,"3907384882"
"Bell-bottoms",14-JUN-12,714,"7165421968"
"Bell-bottoms",14-JUN-12,719,"4545524617"
"Bell-bottoms",14-JUN-12,720,"4545524905"
"Bell-bottoms",14-JUN-12,721,"4546159086"
"Bell-bottoms",14-JUN-12,722,"4545524317"
"Bell-bottoms",14-JUN-12,723,"4545524407"
"Bell-bottoms",14-JUN-12,724,"4546159618"
"Bell-bottoms",14-JUN-12,725,"4545525023"
"Bell-bottoms",14-JUN-12,726,"4546160226"
"Bell-bottoms",14-JUN-12,772,"4546159886"
"Bell-bottoms",14-JUN-12,2213,"941032054"
"Bell-bottoms",14-JUN-12,2215,"6809288969"
"Bell-bottoms",14-JUN-12,2818,"2747931851"
"Bell-bottoms",14-JUN-12,2886,"188497228"
"Barretina",13-JUN-12,1,"77647131"
"Barretina",13-JUN-12,4,"5208903956"
"Barretina",13-JUN-12,27,"5897706896"
"Bell-bottoms",14-JUN-12,103,"4869975009"
"Bell-bottoms",14-JUN-12,104,"4870585288"
"Bell-bottoms",14-JUN-12,105,"4870586352"
"Bell-bottoms",14-JUN-12,106,"4870585636"
"Bell-bottoms",14-JUN-12,107,"4869973849"
"Bell-bottoms",14-JUN-12,108,"4870585932"
"Bell-bottoms",14-JUN-12,822,"5001388876"
"Anorak",13-JUN-12,10007,"6890214202"
"Anorak",13-JUN-12,10107,"6890214202"
"Anorak",13-JUN-12,10807,"6890214202"
"Anorak",13-JUN-12,10907,"6890214202"
"Anorak",12-JUN-12,2513,"4930016502"
"Anorak",12-JUN-12,2613,"101756642"
"Anorak",12-JUN-12,114,"4000767158"
"Anorak",12-JUN-12,807,"2444297965"
"Anorak",13-JUN-12,5007,"6890214202"
"Anorak",13-JUN-12,5107,"6890214202"
"Anorak",13-JUN-12,5807,"6890214202"
"Anorak",13-JUN-12,5907,"6890214202"
"Anorak",13-JUN-12,9307,"6890214202"
"Anorak",13-JUN-12,4207,"6890214202"
"Anorak",13-JUN-12,4307,"6890214202"
"Anorak",13-JUN-12,8507,"6890214202"
"Anorak",13-JUN-12,8607,"6890214202"
"Anorak",13-JUN-12,9407,"6890214202"
"Anorak",13-JUN-12,6907,"6890214202"
"Anorak",13-JUN-12,7007,"6890214202"
"Anorak",13-JUN-12,7707,"6890214202"
"Anorak",13-JUN-12,7807,"6890214202"
"Anorak",12-JUN-12,1845,"479072328"
"Anorak",13-JUN-12,10207,"6890214202"
"Anorak",13-JUN-12,10307,"6890214202"
"Anorak",12-JUN-12,1856,"6841553788"
"Anorak",12-JUN-12,1857,"6862102735"
"Anorak",12-JUN-12,2805,"5307705094"
"Anorak",13-JUN-12,6007,"6890214202"
"Anorak",12-JUN-12,334,"4505875505"
"Anorak",12-JUN-12,1013,"2335560338"
"Anorak",12-JUN-12,1169,"2788328075"
"Anorak",13-JUN-12,5207,"6890214202"
"Anorak",13-JUN-12,5307,"6890214202"
"Anorak",13-JUN-12,6107,"6890214202"
"Anorak",13-JUN-12,4407,"6890214202"
"Anorak",13-JUN-12,4507,"6890214202"
"Anorak",13-JUN-12,8707,"6890214202"
"Anorak",13-JUN-12,8807,"6890214202"
"Anorak",13-JUN-12,6307,"6890214202"
"Anorak",13-JUN-12,9507,"6890214202"
"Anorak",13-JUN-12,7107,"6890214202"
"Anorak",13-JUN-12,7207,"6890214202"
"Anorak",13-JUN-12,7907,"6890214202"
"Anorak",13-JUN-12,8007,"6890214202"
"Anorak",13-JUN-12,9607,"6890214202"
"Anorak",13-JUN-12,9707,"6890214202"
"Anorak",13-JUN-12,10407,"6890214202"
"Anorak",13-JUN-12,10507,"6890214202"
"Anorak",12-JUN-12,503,"6201574481"
"Anorak",13-JUN-12,5407,"6890214202"
"Anorak",13-JUN-12,5507,"6890214202"
"Anorak",12-JUN-12,2902,"875192965"
"Anorak",12-JUN-12,2915,"1280955422"
"Anorak",12-JUN-12,2932,"4923577330"
"Anorak",12-JUN-12,2937,"875188405"
"Anorak",12-JUN-12,3010,"7095622531"
"Anorak",13-JUN-12,6407,"6890214202"
"Anorak",12-JUN-12,3738,"2736891008"
"Anorak",13-JUN-12,3805,"5548513100"
"Anorak",13-JUN-12,3817,"358228345"
"Anorak",13-JUN-12,3820,"3983265005"
"Anorak",13-JUN-12,3903,"2238471773"
"Anorak",13-JUN-12,3911,"4975965919"
"Anorak",13-JUN-12,4607,"6890214202"
"Anorak",13-JUN-12,4707,"6890214202"
"Anorak",13-JUN-12,8907,"6890214202"
"Anorak",13-JUN-12,9007,"6890214202"
