PHOTO_ID,PictureURL,Category,T1_Q1,T2_Q1,T3_Q1,T1_Q2,T1_Q2,T1_Q2,T1_Familiarity,T2_Familiarity,T3_Familiarity
3893324405,http://farm3.static.flickr.com/2479/3893324405_cb230eb72b.jpg,Shoe tree,No,No,No,No,No,No,2,7,7
4194209338,http://farm3.static.flickr.com/2577/4194209338_8c52d47740.jpg,Shoe tree,NotSure,No,No,No,No,No,2,7,7
4023689487,http://farm3.static.flickr.com/2598/4023689487_03367b50a5.jpg,Shoe tree,Yes,No,Yes,No,No,No,2,7,7
3893344583,http://farm3.static.flickr.com/2611/3893344583_583c23fc8c.jpg,Shoe tree,Yes,No,No,No,No,No,2,7,7
2244924699,http://farm3.static.flickr.com/2079/2244924699_cdaca2c55c.jpg,Spandex,Yes,Yes,Yes,NotSure,Yes,No,6,6,1
2244795823,http://farm3.static.flickr.com/2094/2244795823_915456c660.jpg,Spandex,Yes,Yes,Yes,Yes,Yes,Yes,6,6,1
2245595960,http://farm3.static.flickr.com/2159/2245595960_14c483e3ea.jpg,Spandex,Yes,Yes,Yes,Yes,Yes,Yes,6,6,1
2244795053,http://farm3.static.flickr.com/2168/2244795053_ef832f2a29.jpg,Spandex,Yes,Yes,Yes,Yes,Yes,Yes,6,6,1
6075199538,http://farm7.static.flickr.com/6186/6075199538_6f49f5117d.jpg,Spandex,Yes,NotSure,Yes,Yes,NotSure,Yes,6,3,5
6786416415,http://farm8.static.flickr.com/7030/6786416415_5dcb26de8f.jpg,Spandex,Yes,Yes,Yes,Yes,Yes,Yes,6,3,5
5598705158,http://farm6.static.flickr.com/5027/5598705158_b4444ef128.jpg,Supermodel,No,No,Yes,No,No,No,,3,7
5598126589,http://farm6.static.flickr.com/5029/5598126589_a3613768c8.jpg,Supermodel,No,No,Yes,No,No,No,,3,7
5486653428,http://farm6.static.flickr.com/5059/5486653428_76aa3c822e.jpg,Supermodel,No,No,Yes,No,No,No,,3,7
5538391182,http://farm6.static.flickr.com/5059/5538391182_f316cdab01.jpg,Supermodel,No,No,Yes,No,No,No,,3,7
5277044709,http://farm6.static.flickr.com/5088/5277044709_92f69f7aa1.jpg,Supermodel,No,No,No,No,No,No,7,6,7
5477622002,http://farm6.static.flickr.com/5096/5477622002_d18305a8bb.jpg,Supermodel,Yes,Yes,Yes,No,No,No,7,6,7
5598798196,http://farm6.static.flickr.com/5105/5598798196_1990dabdc4.jpg,Supermodel,Yes,Yes,No,No,No,NotSure,7,6,7
5277630562,http://farm6.static.flickr.com/5126/5277630562_d9d55278a6.jpg,Supermodel,No,No,No,No,No,No,7,6,7
5458463979,http://farm6.static.flickr.com/5138/5458463979_5e00091feb.jpg,Supermodel,Yes,No,Yes,NotSure,No,No,1,7,7
5461447256,http://farm6.static.flickr.com/5140/5461447256_50f07cdff6.jpg,Supermodel,Yes,No,No,NotSure,No,No,1,7,7
5277019527,http://farm6.static.flickr.com/5166/5277019527_a282df3567.jpg,Supermodel,NotSure,No,No,NotSure,No,No,1,7,7
5361799713,http://farm6.static.flickr.com/5170/5361799713_47c7d5dbbe.jpg,Supermodel,Yes,No,No,NotSure,No,No,1,7,7
3722616419,http://farm3.static.flickr.com/2572/3722616419_8d5ce26dc2.jpg,Surtout,No,Yes,Yes,No,No,No,1,1,7
4469410657,http://farm3.static.flickr.com/2719/4469410657_45c8cfc965.jpg,Surtout,No,No,No,No,No,No,1,1,7
2971662243,http://farm4.static.flickr.com/3164/2971662243_4cc3db9aaf.jpg,Surtout,No,No,No,No,No,No,1,1,7
4606403206,http://farm5.static.flickr.com/4007/4606403206_7bcaa6cce8.jpg,Surtout,No,No,No,No,No,No,1,1,7
4997194589,http://farm5.static.flickr.com/4126/4997194589_3d1b7da5c4.jpg,Wild silk,No,NotSure,NotSure,NotSure,NotSure,NotSure,6,1,5
2642933552,http://farm4.static.flickr.com/3136/2642933552_1c3f9e4578.jpg,Leisure suit,Yes,Yes,Yes,Yes,No,Yes,7,1,7
3568582730,http://farm4.static.flickr.com/3336/3568582730_b415f1fc50.jpg,Leisure suit,Yes,Yes,Yes,Yes,No,Yes,7,1,7
3261711178,http://farm4.static.flickr.com/3376/3261711178_2d3380c60b.jpg,Leisure suit,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
3260884219,http://farm4.static.flickr.com/3420/3260884219_500a95da20.jpg,Leisure suit,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
348539736,http://farm1.static.flickr.com/163/348539736_2233e6ad5b.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
5103669151,http://farm2.static.flickr.com/1088/5103669151_50c0e02bfd.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
5104332976,http://farm2.static.flickr.com/1172/5104332976_6424441568.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
4596560060,http://farm2.static.flickr.com/1208/4596560060_b0e1da7eb9.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,1,7
5104262844,http://farm2.static.flickr.com/1215/5104262844_7a1d833746.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,6,7
4595938553,http://farm2.static.flickr.com/1227/4595938553_1521fa11c7.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,6,7
1137641483,http://farm2.static.flickr.com/1281/1137641483_2de706647f.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,6,7
5103668679,http://farm2.static.flickr.com/1337/5103668679_b68f3a507f.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,6,7
3857434853,http://farm3.static.flickr.com/2437/3857434853_b9154d8b11.jpg,Little black dress,Yes,No,Yes,Yes,No,Yes,7,7,2
3641093539,http://farm3.static.flickr.com/2440/3641093539_1fbd257f20.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,7,2
3822338548,http://farm3.static.flickr.com/2483/3822338548_33729a7e64.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,7,2
4049841687,http://farm3.static.flickr.com/2486/4049841687_7cccc4a0e1.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,7,2
3842580755,http://farm4.static.flickr.com/3210/3842580755_8bb080c478.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,7,6
4566141159,http://farm4.static.flickr.com/3224/4566141159_e49a8e3a99.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,7,6
4595944221,http://farm4.static.flickr.com/3316/4595944221_81cec51a16.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,7,6
4566137791,http://farm4.static.flickr.com/3354/4566137791_06a945a629.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,3,7,6
3856763176,http://farm4.static.flickr.com/3467/3856763176_c45d0fe39f.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,1,3,7
3821532303,http://farm4.static.flickr.com/3475/3821532303_93d5fcf742.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,1,3,7
3842580413,http://farm4.static.flickr.com/3479/3842580413_cec4ec9ce8.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,1,3,7
3987088781,http://farm4.static.flickr.com/3517/3987088781_688f9bea3f.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,1,3,7
4566140713,http://farm4.static.flickr.com/3521/4566140713_2fea8a6261.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,6,7,2
3620437346,http://farm4.static.flickr.com/3654/3620437346_45da4b6410.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,6,7,2
4566771994,http://farm5.static.flickr.com/4008/4566771994_3de31efbe7.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,6,7,2
4566139965,http://farm5.static.flickr.com/4020/4566139965_afe81f29b6.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,6,7,2
4595943595,http://farm5.static.flickr.com/4022/4595943595_c30d30ac20.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
4566771324,http://farm5.static.flickr.com/4027/4566771324_c648f1135b.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
4566773022,http://farm5.static.flickr.com/4033/4566773022_2c03722f50.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
4566140551,http://farm5.static.flickr.com/4064/4566140551_558a0bc48b.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
5028975372,http://farm5.static.flickr.com/4083/5028975372_b8163b0594.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,3,2
5104261144,http://farm5.static.flickr.com/4085/5104261144_120f228e7e.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,3,2
5023555623,http://farm5.static.flickr.com/4086/5023555623_61d5368447.jpg,Little black dress,Yes,Yes,Yes,Yes,NotSure,Yes,7,3,2
5028357353,http://farm5.static.flickr.com/4089/5028357353_667ac5145f.jpg,Little black dress,Yes,Yes,Yes,Yes,Yes,Yes,7,3,2
46655775,http://farm1.static.flickr.com/24/46655775_43f9cb51e1.jpg,Lungi,Yes,Yes,Yes,Yes,Yes,Yes,5,5,1
46655819,http://farm1.static.flickr.com/24/46655819_7138f91182.jpg,Lungi,Yes,Yes,Yes,Yes,Yes,Yes,5,5,1
47718313,http://farm1.static.flickr.com/24/47718313_cfd9ce1df4.jpg,Lungi,Yes,Yes,No,Yes,Yes,No,5,5,1
47718370,http://farm1.static.flickr.com/25/47718370_a24d300546.jpg,Lungi,Yes,Yes,Yes,Yes,Yes,Yes,5,5,1
47718365,http://farm1.static.flickr.com/26/47718365_ea81fbba76.jpg,Lungi,No,No,No,No,No,No,7,5,1
47718393,http://farm1.static.flickr.com/27/47718393_2697c74c6d.jpg,Lungi,Yes,Yes,Yes,Yes,Yes,Yes,7,5,1
47718420,http://farm1.static.flickr.com/27/47718420_296eb4660b.jpg,Lungi,NotSure,No,No,NotSure,No,No,7,5,1
47718281,http://farm1.static.flickr.com/28/47718281_c13c90b8e7.jpg,Lungi,No,No,No,No,No,No,7,5,1
47718270,http://farm1.static.flickr.com/33/47718270_22dda5634a.jpg,Lungi,Yes,Yes,Yes,Yes,Yes,NotSure,2,2,1
47718378,http://farm1.static.flickr.com/33/47718378_8be43ddb7f.jpg,Lungi,No,No,No,No,No,No,2,2,1
2508141336,http://farm3.static.flickr.com/2200/2508141336_cefa27c3cc.jpg,Lungi,No,No,Yes,No,,NotSure,2,2,1
6162628417,http://farm7.static.flickr.com/6158/6162628417_24bf5e8b98.jpg,Lungi,Yes,Yes,Yes,Yes,Yes,Yes,2,2,1
2709971356,http://farm4.static.flickr.com/3266/2709971356_8893937f60.jpg,Maillot,Yes,Yes,Yes,No,Yes,NotSure,1,7,1
2709157793,http://farm4.static.flickr.com/3288/2709157793_b8dc142823.jpg,Maillot,Yes,Yes,Yes,No,Yes,NotSure,1,7,1
3622572790,http://farm4.static.flickr.com/3331/3622572790_60562641c4.jpg,Maillot,No,,No,No,No,No,1,7,1
3823404709,http://farm4.static.flickr.com/3424/3823404709_58bd8229c4.jpg,Maillot,No,,No,No,No,No,1,7,1
3621755495,http://farm4.static.flickr.com/3655/3621755495_7f83353294.jpg,Maillot,No,No,No,No,No,No,7,7,7
4209695468,http://farm5.static.flickr.com/4066/4209695468_1836b35be0.jpg,Maillot,No,No,No,No,No,No,7,7,7
6951821738,http://farm8.static.flickr.com/7201/6951821738_94296d81d8.jpg,Mandarin collar,No,No,No,No,No,No,1,1,5
7097878487,http://farm8.static.flickr.com/7206/7097878487_fb91cb2767.jpg,Mandarin collar,No,No,No,No,No,No,1,1,5
7353034984,http://farm8.static.flickr.com/7213/7353034984_ce0845accc.jpg,Mandarin collar,No,No,No,No,No,No,1,1,5
7100098557,http://farm8.static.flickr.com/7214/7100098557_0f4ae27614.jpg,Mandarin collar,No,No,No,No,No,No,1,1,5
3942539385,http://farm3.static.flickr.com/2477/3942539385_f183881e86.jpg,Jacket,Yes,Yes,Yes,No,No,Yes,5,6,7
3943311142,http://farm3.static.flickr.com/2578/3943311142_839e13af17.jpg,Jacket,Yes,Yes,Yes,No,No,Yes,5,6,7
3942541271,http://farm3.static.flickr.com/2602/3942541271_d344005c96.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,Yes,5,6,7
3942539835,http://farm3.static.flickr.com/2621/3942539835_194df98ffa.jpg,Jacket,Yes,Yes,Yes,No,No,Yes,5,6,7
4257366706,http://farm3.static.flickr.com/2795/4257366706_f1062467e7.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,NotSure,7,3,5
4256607347,http://farm3.static.flickr.com/2798/4256607347_4f1bb91ee6.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,NotSure,7,3,5
2644630302,http://farm4.static.flickr.com/3058/2644630302_077dc87b2f.jpg,Jacket,Yes,No,Yes,Yes,No,Yes,7,3,5
3943310620,http://farm4.static.flickr.com/3432/3943310620_33093e1370.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,Yes,7,3,5
4287988537,http://farm5.static.flickr.com/4019/4287988537_b0ec391005.jpg,Jacket,Yes,Yes,Yes,NotSure,Yes,No,6,5,7
4438884809,http://farm5.static.flickr.com/4024/4438884809_a7d1046a7d.jpg,Jacket,Yes,Yes,Yes,NotSure,Yes,Yes,6,5,7
4256705525,http://farm5.static.flickr.com/4039/4256705525_e81cac2399.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,Yes,6,5,7
4310072076,http://farm5.static.flickr.com/4042/4310072076_99f6d4b0c5.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,Yes,6,5,7
4287987671,http://farm5.static.flickr.com/4043/4287987671_c0eb4d4048.jpg,Jacket,Yes,Yes,Yes,Yes,No,Yes,7,7,6
4310070498,http://farm5.static.flickr.com/4049/4310070498_2d27286e64.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,Yes,7,7,6
4257365062,http://farm5.static.flickr.com/4051/4257365062_75ebae2b02.jpg,Jacket,Yes,Yes,Yes,Yes,,Yes,7,7,6
4686310060,http://farm5.static.flickr.com/4058/4686310060_bcea593717.jpg,Jacket,Yes,Yes,Yes,Yes,Yes,Yes,7,7,6
3551883650,http://farm4.static.flickr.com/3320/3551883650_c664ed8d3a.jpg,Jeans,No,No,No,No,No,No,6,6,7
3551533838,http://farm4.static.flickr.com/3353/3551533838_4e76cb78c6.jpg,Jeans,NotSure,No,No,NotSure,No,No,6,6,7
3552041292,http://farm4.static.flickr.com/3353/3552041292_b13994e788.jpg,Jeans,NotSure,No,No,NotSure,No,No,6,6,7
3553660726,http://farm4.static.flickr.com/3576/3553660726_586fce78cb.jpg,Jeans,No,No,No,No,No,No,6,6,7
479866832,http://farm1.static.flickr.com/210/479866832_7e17e6f704.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2523005829,http://farm3.static.flickr.com/2001/2523005829_0ee625b85a.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2428589782,http://farm3.static.flickr.com/2009/2428589782_c164e15e02.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2523823456,http://farm3.static.flickr.com/2025/2523823456_2f1e7e2fa3.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2532291874,http://farm3.static.flickr.com/2067/2532291874_4d660a8395.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,5,7
2531477143,http://farm3.static.flickr.com/2077/2531477143_8dba709967.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,5,7
2523009891,http://farm3.static.flickr.com/2088/2523009891_829a5e9c5a.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,5,7
2465469025,http://farm3.static.flickr.com/2173/2465469025_7af8c29f4e.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,5,7
2505031070,http://farm3.static.flickr.com/2198/2505031070_c2d4c6351c.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2755611763,http://farm3.static.flickr.com/2203/2755611763_64bc7b2f69.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2504199515,http://farm3.static.flickr.com/2211/2504199515_e2532874a6.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2523001091,http://farm3.static.flickr.com/2344/2523001091_5f4128ec62.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2504199623,http://farm3.static.flickr.com/2374/2504199623_0f1c4faab6.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,4,7,7
2515184547,http://farm3.static.flickr.com/2398/2515184547_b87fb2e695.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,4,7,7
3547545653,http://farm3.static.flickr.com/2463/3547545653_2e18ece1ae.jpg,Jewellery,NotSure,NotSure,No,NotSure,No,No,4,7,7
3869586832,http://farm3.static.flickr.com/2508/3869586832_b8257cfe0e.jpg,Jewellery,Yes,Yes,Yes,NotSure,Yes,Yes,4,7,7
2600452577,http://farm4.static.flickr.com/3029/2600452577_7bcb11d59f.jpg,Jewellery,No,No,No,No,No,No,7,7,7
2949281420,http://farm4.static.flickr.com/3031/2949281420_c981ce60e5.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2989382825,http://farm4.static.flickr.com/3044/2989382825_5aae15a9dd.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2756265114,http://farm4.static.flickr.com/3045/2756265114_771f762193.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
6273921646,http://farm7.static.flickr.com/6107/6273921646_33ecb1cfe7.jpg,Money clip,Yes,Yes,Yes,No,No,No,7,7,5
6992871908,http://farm8.static.flickr.com/7202/6992871908_9b6f398d67.jpg,Money clip,NotSure,Yes,Yes,NotSure,Yes,Yes,7,7,5
2949135666,http://farm4.static.flickr.com/3055/2949135666_51ce57970e.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,7
2755430793,http://farm4.static.flickr.com/3059/2755430793_69e46af988.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,7
3247078310,http://farm4.static.flickr.com/3077/3247078310_cdf30325fd.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,7
2523823072,http://farm4.static.flickr.com/3078/2523823072_f5c182a7be.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,7
2643014991,http://farm4.static.flickr.com/3004/2643014991_1d9f493199.jpg,Monkey jacket,Yes,Yes,Yes,No,No,No,7,7,5
2643833402,http://farm4.static.flickr.com/3014/2643833402_1cf2cefd19.jpg,Monkey jacket,Yes,Yes,Yes,No,,No,7,7,5
2642982893,http://farm4.static.flickr.com/3018/2642982893_0ea4d4d59a.jpg,Monkey jacket,Yes,Yes,Yes,No,NotSure,No,7,7,5
2643824686,http://farm4.static.flickr.com/3019/2643824686_8f3a68dd42.jpg,Monkey jacket,Yes,Yes,Yes,No,No,No,7,7,5
2913872491,http://farm4.static.flickr.com/3162/2913872491_7b8acb97df.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2873942598,http://farm4.static.flickr.com/3173/2873942598_04f844c196.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
3085220071,http://farm4.static.flickr.com/3174/3085220071_56a59e95aa.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
2756445926,http://farm4.static.flickr.com/3181/2756445926_92c1212009.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
3007535360,http://farm4.static.flickr.com/3182/3007535360_c70d6c59ca.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2873113593,http://farm4.static.flickr.com/3186/2873113593_7656a2ece9.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2928205601,http://farm4.static.flickr.com/3189/2928205601_cb19654f18.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2523008955,http://farm4.static.flickr.com/3193/2523008955_5a66d7acf6.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2699859431,http://farm4.static.flickr.com/3274/2699859431_5484210fe4.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
2949249856,http://farm4.static.flickr.com/3284/2949249856_bfa21188d9.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,5,7,7
3246252585,http://farm4.static.flickr.com/3318/3246252585_17e79813fb.jpg,Jewellery,Yes,Yes,,,Yes,Yes,5,7,7
3237857255,http://farm4.static.flickr.com/3326/3237857255_6b41ca9355.jpg,Jewellery,Yes,Yes,No,Yes,Yes,No,5,7,7
2643023421,http://farm4.static.flickr.com/3150/2643023421_b4c86b4b9d.jpg,Monkey jacket,Yes,Yes,Yes,No,No,No,1,7,1
2642997901,http://farm4.static.flickr.com/3154/2642997901_038a55fb48.jpg,Monkey jacket,No,Yes,NotSure,No,No,No,1,7,1
2643013735,http://farm4.static.flickr.com/3155/2643013735_9bca6643a8.jpg,Monkey jacket,Yes,Yes,Yes,,No,No,1,7,1
2643839058,http://farm4.static.flickr.com/3159/2643839058_94ddef5a96.jpg,Monkey jacket,Yes,Yes,Yes,No,No,No,1,7,1
3217715912,http://farm4.static.flickr.com/3415/3217715912_d1db81f7f2.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
3788639066,http://farm4.static.flickr.com/3424/3788639066_3b5ec3920d.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
3222324608,http://farm4.static.flickr.com/3442/3222324608_72e034bee0.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
3212112842,http://farm4.static.flickr.com/3449/3212112842_3b0044bc23.jpg,Jewellery,Yes,Yes,Yes,Yes,Yes,Yes,7,6,4
3632686566,http://farm4.static.flickr.com/3595/3632686566_f55c91d877.jpg,Morning coat,No,No,No,No,No,No,2,1,7
5036514096,http://farm5.static.flickr.com/4083/5036514096_bba22272f0.jpg,Morning coat,No,No,No,No,No,No,2,1,7
5036546530,http://farm5.static.flickr.com/4087/5036546530_e4bd4d5f15.jpg,Morning coat,No,No,No,No,No,No,2,1,7
5035932399,http://farm5.static.flickr.com/4088/5035932399_c2278680fe.jpg,Morning coat,No,No,No,No,No,No,2,1,7
121075983,http://farm1.static.flickr.com/54/121075983_73e1adfc48.jpg,Necktie,Yes,Yes,Yes,Yes,Yes,Yes,7,5,7
2485994719,http://farm3.static.flickr.com/2145/2485994719_11c2eea75d.jpg,Necktie,Yes,Yes,Yes,Yes,Yes,Yes,7,5,7
2581576826,http://farm4.static.flickr.com/3164/2581576826_405a9e2406.jpg,Necktie,No,NotSure,No,No,NotSure,No,7,5,7
2916298924,http://farm4.static.flickr.com/3218/2916298924_f336cb5e04.jpg,Necktie,Yes,Yes,Yes,Yes,Yes,Yes,7,5,7
4797957499,http://farm5.static.flickr.com/4099/4797957499_5db83c1d90.jpg,Kaftan,Yes,Yes,Yes,Yes,No,Yes,2,3,6
4797958207,http://farm5.static.flickr.com/4102/4797958207_e87c95f89f.jpg,Kaftan,Yes,Yes,Yes,Yes,No,Yes,2,3,6
4797959153,http://farm5.static.flickr.com/4102/4797959153_7e22a851e2.jpg,Kaftan,Yes,Yes,Yes,Yes,No,Yes,2,3,6
4798587930,http://farm5.static.flickr.com/4118/4798587930_1d380acf16.jpg,Kaftan,Yes,Yes,Yes,Yes,No,Yes,2,3,6
5452682753,http://farm6.static.flickr.com/5292/5452682753_dca4faae17.jpg,Necktie,Yes,No,No,Yes,No,No,7,7,6
6431824709,http://farm8.static.flickr.com/7144/6431824709_15116127ee.jpg,Necktie,Yes,Yes,Yes,Yes,Yes,Yes,7,7,6
6949896638,http://farm8.static.flickr.com/7257/6949896638_ce9d2b5810.jpg,Necktie,Yes,Yes,Yes,Yes,Yes,Yes,7,7,6
368334988,http://farm1.static.flickr.com/101/368334988_11428cb2b1.jpg,Nose piercing,No,No,No,No,No,No,7,7,5
1973008706,http://farm3.static.flickr.com/2327/1973008706_6e2e614d1e.jpg,Nose piercing,Yes,No,Yes,Yes,Yes,Yes,7,7,5
1802126358,http://farm3.static.flickr.com/2400/1802126358_01f935e622.jpg,Nose piercing,No,No,NotSure,No,No,NotSure,7,7,5
5791342562,http://farm3.static.flickr.com/2721/5791342562_c4617fec66.jpg,Nose piercing,Yes,No,Yes,Yes,Yes,Yes,7,7,5
4797956291,http://farm5.static.flickr.com/4141/4797956291_004f7b0898.jpg,Kaftan,Yes,Yes,Yes,No,Yes,Yes,1,5,2
4797958289,http://farm5.static.flickr.com/4141/4797958289_3339e9d9c0.jpg,Kaftan,Yes,Yes,Yes,No,Yes,Yes,1,5,2
5655843775,http://farm6.static.flickr.com/5230/5655843775_faa7df9068.jpg,Kaftan,Yes,Yes,Yes,No,Yes,Yes,1,5,2
5953981843,http://farm7.static.flickr.com/6027/5953981843_ed4e882f2d.jpg,Kaftan,No,No,No,No,No,No,1,5,2
5377308618,http://farm6.static.flickr.com/5084/5377308618_a2c2521710.jpg,Nose piercing,No,No,No,No,No,No,7,7,7
5376764671,http://farm6.static.flickr.com/5124/5376764671_224ec4538d.jpg,Nose piercing,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
5377278252,http://farm6.static.flickr.com/5124/5377278252_39ca598dce.jpg,Nose piercing,Yes,Yes,No,No,No,No,7,7,7
5377371192,http://farm6.static.flickr.com/5166/5377371192_22afe3b6f3.jpg,Nose piercing,No,Yes,Yes,No,No,No,7,7,7
5377369464,http://farm6.static.flickr.com/5249/5377369464_1d353de767.jpg,Nose piercing,Yes,Yes,Yes,Yes,Yes,,7,7,7
5790782513,http://farm6.static.flickr.com/5269/5790782513_44f91260e9.jpg,Nose piercing,Yes,Yes,Yes,Yes,Yes,Yes,7,7,7
5376690319,http://farm6.static.flickr.com/5281/5376690319_59a7037f07.jpg,Nose piercing,Yes,Yes,No,No,No,No,7,7,7
5376688389,http://farm6.static.flickr.com/5286/5376688389_11042ecbcc.jpg,Nose piercing,Yes,No,No,No,No,No,7,7,7
2794802617,http://farm3.static.flickr.com/2418/2794802617_8e036495ec.jpg,Kepi,No,No,No,Yes,No,No,5,6,6
2794795697,http://farm4.static.flickr.com/3004/2794795697_c2596cabe7.jpg,Kepi,Yes,Yes,No,No,No,No,5,6,6
2794797157,http://farm4.static.flickr.com/3004/2794797157_302f722c8b.jpg,Kepi,Yes,Yes,No,No,No,No,5,6,6
2794800715,http://farm4.static.flickr.com/3024/2794800715_468f2b06b1.jpg,Kepi,Yes,Yes,No,No,No,No,5,6,6
769233031,http://farm2.static.flickr.com/1218/769233031_a2fa51049f.jpg,Nosegay,Yes,Yes,Yes,Yes,Yes,Yes,6,1,1
769232761,http://farm2.static.flickr.com/1261/769232761_63a77bc903.jpg,Nosegay,Yes,Yes,No,Yes,Yes,,6,1,1
831275148,http://farm2.static.flickr.com/1307/831275148_339e2ff458.jpg,Nosegay,Yes,Yes,Yes,Yes,Yes,Yes,6,1,1
734400608,http://farm2.static.flickr.com/1328/734400608_ba85db47fe.jpg,Nosegay,No,No,No,No,No,No,6,1,1
2629367143,http://farm4.static.flickr.com/3154/2629367143_ca356cdfc9.jpg,Nosegay,Yes,Yes,Yes,Yes,Yes,Yes,2,6,7
2873680746,http://farm4.static.flickr.com/3185/2873680746_90fea971c0.jpg,Nosegay,No,No,No,No,No,No,2,6,7
